"Today, I spoke with Canadas premiers to update them on NAFTA negotiations.",Neutral
Details: https://t.co/8pKLwMi8Zo https://t.co/94FeGAslot,no detectable 
"Aujourdhui, jai parle aux premiers ministres des provinces et territoires pour les tenir au fait des negociations de lALENA.",no detectable 
Details : https://t.co/1CJhut8CD5 https://t.co/7ZbgxLPkPE,no detectable 
Today I spoke with Premier @RachelNotley - and reassured her that the federal government stands by the TMX expansion project and will ensure it moves forward in the right way.,no detectable 
J'ai parle aujourd'hui a la premiere ministre @RachelNotley pour lui confirmer que le gouvernement federal appuie toujours le projet d'agrandissement de l'oleoduc TMX et qu'il veillera a ce que le projet progresse de la bonne facon.,no detectable 
"When we celebrate #CStoreDay, we celebrate hardworking small business owners at the heart of communities across Canada - and raise money for @childrens_wish, too.",no detectable 
Thanks to Commercial Variety in Timmins for having us today.,no detectable 
https://t.co/JUcwvpn27W,Neutral
"Lors de la #JourneeDesDepanneurs, nous celebrons les vaillants proprietaires de petites entreprises au cur des communautes a lechelle du Canada.",Neutral
Nous amassons aussi des fonds pour @Reves_denfants.,no detectable 
Merci au depanneur Commercial Variety a Timmins de nous avoir accueillis!,Positive
https://t.co/huRP0gBrIj,Neutral
"Hundreds of people work at Rayonier Advanced Materials in Kapuskasing, making products we use every day  including the newsprint that ties communities together across this country.",no detectable 
Thanks for showing me the ropes today.,Neutral
https://t.co/uGlLV7rYCU,Neutral
"Rayonier Advanced Materials emploie des centaines de personnes a Kapuskasing et fabrique des produits que nous utilisons tous les jours, y compris le papier journal qui unit entre elles les communautes de notre pays.",no detectable 
Merci de mavoir montre les rouages aujourdhui.,Neutral
https://t.co/v8wrCC7EYf,Neutral
"Were committed to skills training, STEM and trades education, summer jobs for students and more because investing in young Canadians is the smartest bet we can make.",Positive
Thanks to Cite des Jeunes Catholic HS in Kapuskasing for the welcome today.,no detectable 
Have a great school year!,Positive
https://t.co/R4xlN7ysCu,Neutral
"On favorise la formation professionnelle, dans les STIM et dans les metiers ainsi que les emplois dete parce quinvestir dans les jeunes canadiens est judicieux.",no detectable 
Merci a lecole Cite des Jeunes de Kapuskasing pour cet accueil en ce debut des classes.,Positive
Bonne annee!,Positive
https://t.co/dPSjAlXoqs,Neutral
"@CSCDGR Merci de mavoir accueilli aujourdhui, cetait un plaisir de rencontrer des enfants si brillants et engages.",Positive
"Were working with businesses to help them innovate, thrive and make Canada a centre for the jobs of the future.",no detectable 
My thanks to the Quebec business leaders represented in the Cercle des presidents for the good discussion today in Longueuil.,no detectable 
https://t.co/fEcPqBNvNU,Neutral
"Nous travaillons avec les entreprises pour les aider a innover, a prosperer et a faire du Canada un carrefour des emplois de lavenir.",Neutral
Merci aux dirigeants dentreprise du Quebec representes au sein du Cercle des presidents pour la discussion productive daujourdhui a Longueuil.,Positive
https://t.co/lDHkheyM3A,Neutral
DYK?,Neutral
Ministers sit on different committees in cabinet to help move priorities forward.,no detectable 
"With Parliament set to resume for the fall, read the new list of committees and their members: https://t.co/7CRDAMoRg3",Neutral
Le saviez vous?,Neutral
Les ministres siegent dans divers comites au sein du Cabinet pour contribuer a faire avancer nos priorites.,no detectable 
"Avec le Parlement qui sapprete a reprendre ses travaux a lautomne, voici la nouvelle liste des comites et leurs membres : https://t.co/YcIy2UZabp",Positive
Each minister in our Cabinet gets a mandate letter that outlines our vision for delivering real change &amp; improving the lives of Canadians across the country.,no detectable 
Updated letters from this summers shuffle are out now: https://t.co/AuQXY2UqlG,no detectable 
Chaque ministre de notre Cabinet recoit une lettre de mandat qui souligne notre vision pour realiser de vrais changements et ameliorer la vie des Canadiens.,Positive
"Apres le remaniement de cet ete, des lettres mises a jour sont maintenant rendues publiques : https://t.co/yXeVOE6BZ3",Negative
This afternoon I spoke with President Trump  get the details on our call: https://t.co/yQBs0nXGQF,Neutral
"Cet apres-midi, je me suis entretenu avec le president Trump.",no detectable 
Pour plus de details: https://t.co/ZcVAQ1r5EM,no detectable 
"Historic win Brooke, congratulations!",Positive
Keep making us proud.,Positive
https://t.co/8H6VGFKAil,Neutral
"Victoire historique, Brooke; felicitations!",Positive
Continue de nous rendre fiers.,no detectable 
https://t.co/8H6VGFsYTL,Neutral
"Senator John McCain was an American patriot and hero whose sacrifices for his country, and lifetime of public service, were an inspiration to millions.",Positive
Canadians join Americans tonight in celebrating his life and mourning his passing.,no detectable 
Le sen.,no detectable 
John McCain etait un patriote et un heros dont les sacrifices pour son pays et la vie quil a consacree au service public ont ete une source dinspiration pour des millions de gens.,no detectable 
Les Canadiens se joignent aux Americains ce soir pour celebrer sa vie et pleurer son deces,Neutral
Slava Ukraini!,no detectable 
Wishing Ukrainians in Canada &amp; around the world a happy Independence Day!,no detectable 
https://t.co/5Wex7SuzYT,Neutral
Slava Ukraini!,no detectable 
Je souhaite aux Ukrainiens du Canada et du monde un heureux Jour de lindependance!,no detectable 
https://t.co/1BHwovpsi0,Neutral
"Bromley Armstrongs work was trailblazing and courageous, and the legacy he leaves in Ontario and across our country is exceptional.",Positive
"Canada is richer, more just and more equal for his efforts.",Neutral
https://t.co/eIatHBm3z1,Neutral
"Le travail accompli par Bromley Armstrong est celui d'un pionnier et d'un homme courageux, et il laisse a Ontario et a l'ensemble du pays un heritage exceptionnel.",Positive
"Le Canada est plus riche, plus juste et plus equitable grace a lui.",no detectable 
https://t.co/eIatHBm3z1,Neutral
Our priority is  and always will be  helping Canadians.,Positive
"Its what weve been focused on during our Cabinet meetings these past two days, and as we head into the fall, were going to work hard to keep growing the economy &amp; creating more good jobs for the middle class.",no detectable 
https://t.co/5hoKtnW6YT,Neutral
Notre priorite demeure la meme : aider les Canadiens.,no detectable 
Cest sur quoi ont porte les reunions du Cabinet ces deux derniers jours.,Negative
"Alors quapproche lautomne, nous nous efforcerons de continuer de faire croitre leconomie et de creer plus de bons emplois pour la classe moyenne.",no detectable 
https://t.co/wflhZ7xREL,Neutral
"Thank you to the firefighters &amp; first responders whove come from across the province, the country, and the world  including this crew from Mexico  to help people affected by the #BCwildfires.",Neutral
https://t.co/g0k9ENRRvh,Neutral
"This morning at the Prince George Fire Control Centre, I met with staff, volunteers, and local leaders to get an update on the wildfire situation and talk about the support they need from the federal government.",no detectable 
Were ready to help with efforts on the ground now &amp; in the future.,no detectable 
https://t.co/j1JvqEz1cY,Neutral
"Merci aux pompiers et aux premiers intervenants qui sont venus des quatre coins de la province, du pays et du monde  y compris cette equipe du Mexique  pour aider les personnes touchees par les #FeuxDeForetCB.",no detectable 
https://t.co/jRAOmYaCER,Neutral
"Ce matin, au centre de controle des incendies de Prince George, j'ai parle au personnel, a des benevoles et a des dirigeants locaux au sujet des feux de foret et du soutien dont ils ont besoin du gouvernement.",no detectable 
"Nous sommes prets a aider sur le terrain, maintenant et a l'avenir.",no detectable 
https://t.co/pDBrwa5x25,Neutral
"On #BlackRibbonDay, we remember &amp; pay tribute to the victims of Communism and Nazism in Europe: https://t.co/Y8vMSuvbYW",no detectable 
"En cette journee du Ruban noir, nous nous souvenons des victimes du communisme et du nazisme en Europe et nous leur rendons hommage : https://t.co/tAygX9qEZp",no detectable 
To the young sluggers of @WLLBALL in Surrey  your great run at the Little League World Series made fans proud in BC and across the country.,no detectable 
Congratulations on all your success in Canada and in facing the worlds best.,Positive
Job well done.,no detectable 
Aux jeunes joueurs de la @WLLBALL a Surrey : votre superbe parcours a la serie mondiale de la Little League a fait la fierte de vos admirateurs en C.-B. et a travers le pays.,Positive
Felicitations pour votre succes au Canada et votre performance face aux meilleurs du monde.,Positive
Chapeau!,Positive
"Good morning from Nanaimo, BC  where were into the first day of a 2-day Cabinet meeting, working on our plan to keep the economy strong, create more jobs, and make sure all Canadians have a real &amp; fair chance to succeed.",Positive
"Bonjour de Nanaimo (C.-B.), ou le Cabinet vient d'entamer une retraite de deux jours visant a elaborer un plan pour maintenir une economie solide, creer plus d'emplois et veiller a ce que tous les Canadiens aient une chance reelle et egale de reussir.",Negative
Were taking more action to support British Columbians affected by the raging wildfires.,no detectable 
"Today, were announcing a new team in cabinet to coordinate &amp; support recovery &amp; rebuilding efforts.",Negative
Details: https://t.co/YthoD8TEXb,no detectable 
Nous prenons dautres mesures pour soutenir les Britanno-Colombiens touches par les feux de foret.,Positive
"Aujourdhui, nous annoncons une nouvelle equipe au Cabinet pour coordonner et appuyer les efforts de retablissement et de reconstruction.",no detectable 
Details : https://t.co/2SBsPlzuui,no detectable 
"This afternoon, Premier @jjhorgan and I met in Nanaimo to talk about the urgent and long-term impacts of the BC wildfires - and how the federal government can support people on the ground and help with recovery &amp; rebuilding efforts.",no detectable 
https://t.co/jCmdKh1TrK,Neutral
Le premier ministre @jjhorgan et moi nous sommes rencontres a Nanaimo pour parler des consequences urgentes et a long terme des feux de foret en C.-B. et de ce qui permettrait au gouvernement federal daider aux efforts de retablissement et de reconstruction.,Neutral
https://t.co/wXLaNyqtx0,Neutral
Eid Mubarak!,Neutral
Sophie and I send our best wishes to Muslims in Canada and around the world as they celebrate Eid al-Adha.,Positive
https://t.co/dUh9FyQYKf https://t.co/nQa5WdhQ15,Neutral
Aid Moubarak!,Neutral
Sophie et moi offrons nos meilleurs vux aux musulmans du Canada et a travers le monde qui celebrent lAid al-Adha.,Positive
https://t.co/yWOEkrjoDU https://t.co/XEuIo4xVPV,Neutral
The skills &amp; innovation of Canadian workers are second to none  theyre one of the many reasons why our country is a great place to do business.,Positive
"On a call with the new CEO of Fiat Chrysler, Mike Manley, I talked about the opportunities &amp; benefits of choosing Canada.",Neutral
Les competences et linnovation sans egales des travailleurs canadiens representent lune des nombreuses raisons de faire des affaires dans notre pays.,Neutral
"Jai justement discute des opportunites et des avantages quoffre le Canada avec le nouveau PDG de Fiat Chrysler, Mike Manley.",Neutral
"In discussing human rights, girls education, trade, climate change, and refugees, PM @ImranKhanPTI &amp; I had a great phone conversation today.",no detectable 
"Congratulations again, Imran, on forming Pakistans new government  I look forward to working together for people in both our countries.",no detectable 
https://t.co/4cslV0VnHn,Neutral
"Excellent entretien avec @ImranKhanPTI sur les droits de la personne, leducation des filles, le commerce, le changement climatique et les refugies.",Positive
"Felicitations, Imran, pour votre election au poste de PM du Pakistan.",no detectable 
Jai hate de collaborer avec vous au service de nos citoyens.,Negative
https://t.co/BC5COulDBe,Neutral
"5225 Boundary Road in Ottawa isnt much right now, but itll soon support over 1,500 construction jobs and over 600 full-time jobs once Amazons new fulfillment centre is open.",Negative
More on Amazons expansion and investment in Canada &amp; Canadians: https://t.co/zWXhOpKCbR https://t.co/f30dQUvAt3,Neutral
"Bientot, 1 500 travailleurs de la construction transformeront le 5225, ch.",Neutral
"Boundary a Ottawa en centre de traitement des commandes dAmazon, qui emploiera 600 personnes une fois termine.",Neutral
Plus dinfo sur linvestissement dAmazon : https://t.co/pJsxPpRocN https://t.co/RYUnp2JfOp,Neutral
"Weve accomplished a lot since 2015, but theres still more work to do, together.",no detectable 
"So today, Im excited to accept the nomination as the 2019 @liberal_party candidate for Papineau.",no detectable 
https://t.co/jNZ5zjWtwj,Neutral
"Nous avons accompli beaucoup de choses depuis 2015, mais il nous reste encore beaucoup de travail a faire, ensemble.",no detectable 
